gamepk,inning,half,battingteamid,runs,hits,errors,leftonbase,cummulative_score,batting_team_score,batting_team_scores,score_difference
777806,2,1,134,0.0,2,0,2,0.0,0,0.0,0.0
777806,3,0,158,0.0,0,0,0,0.0,0,0.0,0.0
777806,3,1,134,1.0,1,0,0,1.0,0,0.0,0.0
777806,4,0,158,0.0,0,0,1,0.0,0,0.0,-1.0
777806,4,1,134,0.0,1,0,0,1.0,1,1.0,1.0
777806,5,0,158,0.0,0,0,0,0.0,0,0.0,-1.0
777806,5,1,134,1.0,1,0,3,2.0,1,1.0,1.0
777806,6,0,158,1.0,2,0,2,1.0,0,0.0,-2.0
777806,6,1,134,0.0,0,1,1,2.0,2,2.0,1.0
777806,7,0,158,2.0,3,0,2,3.0,1,1.0,-1.0
777806,7,1,134,1.0,2,0,1,3.0,2,2.0,-1.0
777806,8,0,158,0.0,2,0,3,3.0,3,3.0,0.0
777806,8,1,134,0.0,1,0,0,3.0,3,3.0,0.0
777806,9,0,158,1.0,1,0,2,4.0,3,3.0,0.0
777806,9,1,134,1.0,2,0,1,4.0,3,3.0,-1.0
777806,10,0,158,1.0,1,1,0,5.0,4,4.0,0.0
777806,10,1,134,2.0,2,0,1,6.0,4,4.0,-1.0
777801,1,0,137,0.0,0,0,0,0.0,0,0.0,0.0
777801,1,1,120,0.0,0,0,0,0.0,0,0.0,0.0
777801,2,0,137,0.0,1,0,1,0.0,0,0.0,0.0
777801,2,1,120,0.0,1,0,1,0.0,0,0.0,0.0
777801,3,0,137,0.0,0,0,0,0.0,0,0.0,0.0
777801,3,1,120,0.0,1,0,1,0.0,0,0.0,0.0
777801,4,0,137,0.0,1,0,0,0.0,0,0.0,0.0
777801,4,1,120,0.0,0,0,1,0.0,0,0.0,0.0
777801,5,0,137,0.0,0,0,0,0.0,0,0.0,0.0
777801,5,1,120,0.0,1,0,0,0.0,0,0.0,0.0
777801,6,0,137,0.0,0,0,0,0.0,0,0.0,0.0
777801,6,1,120,0.0,1,0,1,0.0,0,0.0,0.0
777801,7,0,137,2.0,1,0,3,2.0,0,0.0,0.0
777801,7,1,120,0.0,1,0,1,0.0,0,0.0,-2.0
777801,8,0,137,2.0,3,0,2,4.0,2,2.0,2.0
777801,8,1,120,0.0,0,0,0,0.0,0,0.0,-4.0
777801,9,0,137,0.0,1,0,0,4.0,4,4.0,4.0
777801,9,1,120,0.0,0,0,0,0.0,0,0.0,-4.0
777810,1,0,141,0.0,0,0,0,0.0,0,0.0,0.0
777810,1,1,139,0.0,1,0,1,0.0,0,0.0,0.0
777810,2,0,141,0.0,0,0,0,0.0,0,0.0,0.0
777810,2,1,139,0.0,1,0,2,0.0,0,0.0,0.0
777810,3,0,141,0.0,2,0,1,0.0,0,0.0,0.0
777810,3,1,139,2.0,2,0,1,2.0,0,0.0,0.0
777810,4,0,141,0.0,1,0,2,0.0,0,0.0,-2.0
777810,4,1,139,1.0,2,0,1,3.0,2,2.0,2.0
777810,5,0,141,0.0,1,0,1,0.0,0,0.0,-3.0
777810,5,1,139,0.0,0,0,0,3.0,3,3.0,3.0
777810,6,0,141,0.0,0,0,0,0.0,0,0.0,-3.0
777810,6,1,139,0.0,0,0,0,3.0,3,3.0,3.0
777810,7,0,141,1.0,0,0,1,1.0,0,0.0,-3.0
777810,7,1,139,0.0,1,0,0,3.0,3,3.0,2.0
777810,8,0,141,0.0,0,0,2,1.0,1,1.0,-2.0
777810,8,1,139,0.0,1,0,1,3.0,3,3.0,2.0
777810,9,0,141,0.0,0,0,1,1.0,1,1.0,-2.0
777810,9,1,139,,0,0,0,,3,3.0,2.0
777807,1,0,114,2.0,3,0,1,2.0,0,0.0,0.0
777807,1,1,116,0.0,1,0,1,0.0,0,0.0,-2.0
777807,2,0,114,0.0,1,0,1,2.0,2,2.0,2.0
777807,2,1,116,0.0,0,0,0,0.0,0,0.0,-2.0
777807,3,0,114,0.0,0,0,2,2.0,2,2.0,2.0
777807,3,1,116,0.0,0,0,2,0.0,0,0.0,-2.0
777807,4,0,114,0.0,0,0,1,2.0,2,2.0,2.0
777807,4,1,116,0.0,2,0,2,0.0,0,0.0,-2.0
777807,5,0,114,0.0,0,0,0,2.0,2,2.0,2.0
777807,5,1,116,0.0,1,0,1,0.0,0,0.0,-2.0
777807,6,0,114,0.0,0,0,0,2.0,2,2.0,2.0
777807,6,1,116,1.0,1,0,0,1.0,0,0.0,-2.0
777807,7,0,114,0.0,1,0,1,2.0,2,2.0,1.0
777807,7,1,116,0.0,1,0,1,1.0,1,1.0,-1.0
777807,8,0,114,0.0,1,0,2,2.0,2,2.0,1.0
777807,8,1,116,0.0,0,0,0,1.0,1,1.0,-1.0
777807,9,0,114,1.0,2,0,1,3.0,2,2.0,1.0
777807,9,1,116,0.0,0,0,0,1.0,1,1.0,-2.0
777808,1,0,119,0.0,0,0,0,0.0,0,0.0,0.0
777808,1,1,121,0.0,0,0,0,0.0,0,0.0,0.0
777808,2,0,119,0.0,0,0,1,0.0,0,0.0,0.0
777808,2,1,121,0.0,0,0,0,0.0,0,0.0,0.0
777808,3,0,119,3.0,3,0,2,3.0,0,0.0,0.0
777808,3,1,121,1.0,1,0,0,1.0,0,0.0,-3.0
777808,4,0,119,0.0,1,1,1,3.0,3,3.0,2.0
777808,4,1,121,1.0,1,0,0,2.0,1,1.0,-2.0
777808,5,0,119,2.0,2,0,2,5.0,3,3.0,1.0
777808,5,1,121,0.0,1,0,1,2.0,2,2.0,-3.0
777808,6,0,119,0.0,0,0,0,5.0,5,5.0,3.0
777808,6,1,121,0.0,0,0,0,2.0,2,2.0,-3.0
777808,7,0,119,0.0,0,0,0,5.0,5,5.0,3.0
777808,7,1,121,0.0,0,0,0,2.0,2,2.0,-3.0
777808,8,0,119,0.0,0,0,0,5.0,5,5.0,3.0
777808,8,1,121,0.0,0,0,1,2.0,2,2.0,-3.0
777808,9,0,119,0.0,1,0,0,5.0,5,5.0,3.0
777808,9,1,121,3.0,4,0,2,5.0,2,2.0,-3.0
777808,10,0,119,0.0,0,0,2,5.0,5,5.0,0.0
777808,10,1,121,0.0,0,0,2,5.0,5,5.0,0.0
777808,11,0,119,0.0,0,0,1,5.0,5,5.0,0.0
777808,11,1,121,0.0,0,0,3,5.0,5,5.0,0.0
777808,12,0,119,0.0,0,0,2,5.0,5,5.0,0.0
777808,12,1,121,0.0,0,0,2,5.0,5,5.0,0.0
777808,13,0,119,2.0,3,0,1,7.0,5,5.0,0.0
777808,13,1,121,0.0,0,0,1,5.0,5,5.0,-2.0
777813,1,0,135,0.0,1,0,1,0.0,0,0.0,0.0
777813,1,1,144,1.0,2,0,2,1.0,0,0.0,0.0
777813,2,0,135,1.0,1,0,0,1.0,0,0.0,-1.0
777813,2,1,144,0.0,0,0,0,1.0,1,1.0,0.0
777813,3,0,135,0.0,0,0,0,1.0,1,1.0,0.0
777813,3,1,144,0.0,1,0,2,1.0,1,1.0,0.0
777813,4,0,135,0.0,0,0,0,1.0,1,1.0,0.0
777813,4,1,144,0.0,1,0,1,1.0,1,1.0,0.0
777813,5,0,135,0.0,1,0,1,1.0,1,1.0,0.0
777813,5,1,144,0.0,0,0,1,1.0,1,1.0,0.0
777813,6,0,135,0.0,1,0,0,1.0,1,1.0,0.0
777813,6,1,144,0.0,0,0,0,1.0,1,1.0,0.0
777813,7,0,135,0.0,0,0,1,1.0,1,1.0,0.0
777813,7,1,144,0.0,0,0,0,1.0,1,1.0,0.0
777813,8,0,135,0.0,1,0,1,1.0,1,1.0,0.0
777813,8,1,144,0.0,0,0,0,1.0,1,1.0,0.0
777813,9,0,135,1.0,1,0,0,2.0,1,1.0,0.0
777813,9,1,144,0.0,2,0,1,1.0,1,1.0,-1.0
777805,1,0,140,0.0,0,0,2,0.0,0,0.0,0.0
777805,1,1,145,0.0,1,0,0,0.0,0,0.0,0.0
777805,2,0,140,0.0,0,0,0,0.0,0,0.0,0.0
777805,2,1,145,0.0,0,0,1,0.0,0,0.0,0.0
777805,3,0,140,0.0,0,0,0,0.0,0,0.0,0.0
777805,3,1,145,3.0,3,0,2,3.0,0,0.0,0.0
777805,4,0,140,0.0,1,0,1,0.0,0,0.0,-3.0
777805,4,1,145,0.0,0,0,0,3.0,3,3.0,3.0
777805,5,0,140,0.0,0,0,0,0.0,0,0.0,-3.0
777805,5,1,145,0.0,1,0,1,3.0,3,3.0,3.0
777805,6,0,140,1.0,2,1,1,1.0,0,0.0,-3.0
777805,6,1,145,1.0,2,0,1,4.0,3,3.0,2.0
777805,7,0,140,0.0,0,0,0,1.0,1,1.0,-3.0
777805,7,1,145,0.0,1,0,1,4.0,4,4.0,3.0
777805,8,0,140,0.0,0,0,0,1.0,1,1.0,-3.0
777805,8,1,145,0.0,0,0,0,4.0,4,4.0,3.0
777805,9,0,140,0.0,0,0,1,1.0,1,1.0,-3.0
777805,9,1,145,,0,0,0,,4,4.0,3.0
777800,1,0,136,0.0,0,0,0,0.0,0,0.0,0.0
777800,1,1,117,0.0,1,0,1,0.0,0,0.0,0.0
777800,2,0,136,0.0,0,0,0,0.0,0,0.0,0.0
777800,2,1,117,0.0,0,0,0,0.0,0,0.0,0.0
777800,3,0,136,1.0,2,0,1,1.0,0,0.0,0.0
777800,3,1,117,2.0,2,0,1,2.0,0,0.0,-1.0
777800,4,0,136,0.0,1,0,2,1.0,1,1.0,-1.0
777800,4,1,117,0.0,2,0,2,2.0,2,2.0,1.0
777800,5,0,136,1.0,1,0,1,2.0,1,1.0,-1.0
777800,5,1,117,1.0,2,0,2,3.0,2,2.0,0.0
777800,6,0,136,0.0,2,0,2,2.0,2,2.0,-1.0
777800,6,1,117,0.0,2,0,1,3.0,3,3.0,1.0
777800,7,0,136,3.0,3,0,0,5.0,2,2.0,-1.0
777800,7,1,117,0.0,0,0,1,3.0,3,3.0,-2.0
777800,8,0,136,0.0,1,0,1,5.0,5,5.0,2.0
777800,8,1,117,0.0,2,0,2,3.0,3,3.0,-2.0
777800,9,0,136,0.0,0,0,0,5.0,5,5.0,2.0
777800,9,1,117,0.0,0,0,0,3.0,3,3.0,-2.0
777799,1,0,118,1.0,2,0,2,1.0,0,0.0,0.0
777799,1,1,142,0.0,0,0,0,0.0,0,0.0,-1.0
777799,2,0,118,0.0,1,0,1,1.0,1,1.0,1.0
777799,2,1,142,1.0,1,0,0,1.0,0,0.0,-1.0
777799,3,0,118,0.0,1,0,2,1.0,1,1.0,0.0
777799,3,1,142,0.0,1,0,1,1.0,1,1.0,0.0
777799,4,0,118,0.0,1,0,1,1.0,1,1.0,0.0
777799,4,1,142,0.0,0,0,0,1.0,1,1.0,0.0
777799,5,0,118,0.0,1,0,1,1.0,1,1.0,0.0
777799,5,1,142,0.0,2,0,2,1.0,1,1.0,0.0
777799,6,0,118,0.0,1,1,1,1.0,1,1.0,0.0
777799,6,1,142,0.0,0,0,0,1.0,1,1.0,0.0
777799,7,0,118,0.0,0,0,0,1.0,1,1.0,0.0
777799,7,1,142,0.0,0,0,1,1.0,1,1.0,0.0
777799,8,0,118,0.0,1,0,0,1.0,1,1.0,0.0
777799,8,1,142,0.0,0,0,0,1.0,1,1.0,0.0
777799,9,0,118,0.0,0,0,0,1.0,1,1.0,0.0
777799,9,1,142,2.0,2,0,0,3.0,1,1.0,0.0
777797,1,0,109,0.0,0,0,0,0.0,0,0.0,0.0
777797,1,1,138,0.0,0,0,1,0.0,0,0.0,0.0
777797,2,0,109,0.0,0,0,0,0.0,0,0.0,0.0
777797,2,1,138,0.0,0,0,0,0.0,0,0.0,0.0
777797,3,0,109,0.0,0,0,1,0.0,0,0.0,0.0
777797,3,1,138,0.0,1,0,1,0.0,0,0.0,0.0
777797,4,0,109,1.0,2,0,1,1.0,0,0.0,0.0
777797,4,1,138,0.0,0,0,0,0.0,0,0.0,-1.0
777797,5,0,109,0.0,0,0,0,1.0,1,1.0,1.0
777797,5,1,138,0.0,0,0,0,0.0,0,0.0,-1.0
777797,6,0,109,0.0,2,0,2,1.0,1,1.0,1.0
777797,6,1,138,4.0,2,0,1,4.0,0,0.0,-1.0
777797,7,0,109,0.0,1,0,2,1.0,1,1.0,-3.0
777797,7,1,138,0.0,0,0,0,4.0,4,4.0,3.0
777797,8,0,109,0.0,1,0,1,1.0,1,1.0,-3.0
777797,8,1,138,0.0,1,0,0,4.0,4,4.0,3.0
777797,9,0,109,2.0,2,0,0,3.0,1,1.0,-3.0
777797,9,1,138,,0,0,0,,4,4.0,1.0
777802,1,0,147,1.0,2,0,1,1.0,0,0.0,0.0
777802,1,1,115,0.0,1,0,2,0.0,0,0.0,-1.0
777802,2,0,147,0.0,1,0,2,1.0,1,1.0,1.0
777802,2,1,115,0.0,1,0,1,0.0,0,0.0,-1.0
777802,3,0,147,0.0,0,0,0,1.0,1,1.0,1.0
777802,3,1,115,0.0,1,0,0,0.0,0,0.0,-1.0
777802,4,0,147,0.0,1,0,1,1.0,1,1.0,1.0
777802,4,1,115,1.0,1,0,1,1.0,0,0.0,-1.0
777802,5,0,147,1.0,1,0,0,2.0,1,1.0,0.0
777802,5,1,115,2.0,3,0,1,3.0,1,1.0,-1.0
777802,6,0,147,0.0,0,0,0,2.0,2,2.0,-1.0
777802,6,1,115,0.0,0,0,0,3.0,3,3.0,1.0
777802,7,0,147,0.0,0,0,0,2.0,2,2.0,-1.0
777802,7,1,115,0.0,1,0,1,3.0,3,3.0,1.0
777802,8,0,147,0.0,0,0,0,2.0,2,2.0,-1.0
777802,8,1,115,0.0,0,0,0,3.0,3,3.0,1.0
777802,9,0,147,0.0,0,0,1,2.0,2,2.0,-1.0
777802,9,1,115,,0,0,0,,3,3.0,1.0
777798,1,0,146,0.0,0,0,1,0.0,0,0.0,0.0
777798,1,1,108,0.0,0,0,0,0.0,0,0.0,0.0
777798,2,0,146,0.0,1,0,1,0.0,0,0.0,0.0
777798,2,1,108,1.0,1,0,0,1.0,0,0.0,0.0
777798,3,0,146,0.0,1,0,1,0.0,0,0.0,-1.0
777798,3,1,108,0.0,0,0,0,1.0,1,1.0,1.0
777798,4,0,146,0.0,2,0,2,0.0,0,0.0,-1.0
777798,4,1,108,2.0,3,0,1,3.0,1,1.0,1.0
777798,5,0,146,0.0,1,0,1,0.0,0,0.0,-3.0
777798,5,1,108,0.0,0,0,0,3.0,3,3.0,3.0
777798,6,0,146,0.0,2,0,3,0.0,0,0.0,-3.0
777798,6,1,108,3.0,1,0,2,6.0,3,3.0,3.0
777798,7,0,146,2.0,4,0,2,2.0,0,0.0,-6.0
777798,7,1,108,0.0,0,0,1,6.0,6,6.0,4.0
777798,8,0,146,2.0,3,0,1,4.0,2,2.0,-4.0
777798,8,1,108,1.0,1,0,0,7.0,6,6.0,2.0
777798,9,0,146,0.0,0,0,2,4.0,4,4.0,-3.0
777798,9,1,108,,0,0,0,,7,7.0,3.0
777804,1,0,143,1.0,1,0,1,1.0,0,0.0,0.0
777804,1,1,133,0.0,0,0,0,0.0,0,0.0,-1.0
777804,2,0,143,0.0,2,0,2,1.0,1,1.0,1.0
777804,2,1,133,0.0,1,0,1,0.0,0,0.0,-1.0
777804,3,0,143,0.0,0,0,0,1.0,1,1.0,1.0
777804,3,1,133,0.0,1,0,1,0.0,0,0.0,-1.0
777804,4,0,143,0.0,0,0,0,1.0,1,1.0,1.0
777804,4,1,133,0.0,0,0,0,0.0,0,0.0,-1.0
777804,5,0,143,0.0,0,0,0,1.0,1,1.0,1.0
777804,5,1,133,0.0,0,0,0,0.0,0,0.0,-1.0
777804,6,0,143,0.0,0,0,1,1.0,1,1.0,1.0
777804,6,1,133,0.0,1,0,1,0.0,0,0.0,-1.0
777804,7,0,143,0.0,0,0,0,1.0,1,1.0,1.0
777804,7,1,133,0.0,0,0,2,0.0,0,0.0,-1.0
777804,8,0,143,0.0,1,0,2,1.0,1,1.0,1.0
777804,8,1,133,0.0,1,0,1,0.0,0,0.0,-1.0
777804,9,0,143,3.0,4,0,1,4.0,1,1.0,1.0
777804,9,1,133,3.0,3,1,1,3.0,0,0.0,-4.0
777809,1,0,110,2.0,2,0,1,2.0,0,0.0,0.0
777809,1,1,111,2.0,3,0,1,2.0,0,0.0,-2.0
777809,2,0,110,0.0,0,0,0,2.0,2,2.0,0.0
777809,2,1,111,0.0,0,0,0,2.0,2,2.0,0.0
777809,3,0,110,0.0,1,0,1,2.0,2,2.0,0.0
777809,3,1,111,0.0,0,0,0,2.0,2,2.0,0.0
777809,4,0,110,0.0,0,0,0,2.0,2,2.0,0.0
777809,4,1,111,0.0,0,0,0,2.0,2,2.0,0.0
777809,5,0,110,3.0,3,0,2,5.0,2,2.0,0.0
777809,5,1,111,1.0,1,0,0,3.0,2,2.0,-3.0
777809,6,0,110,0.0,0,1,0,5.0,5,5.0,2.0
777809,6,1,111,2.0,1,0,1,5.0,3,3.0,-2.0
777809,7,0,110,0.0,0,0,1,5.0,5,5.0,0.0
777809,7,1,111,0.0,1,0,2,5.0,5,5.0,0.0
777809,8,0,110,0.0,1,0,1,5.0,5,5.0,0.0
777809,8,1,111,0.0,0,0,0,5.0,5,5.0,0.0
777809,9,0,110,0.0,0,0,0,5.0,5,5.0,0.0
777809,9,1,111,0.0,0,0,0,5.0,5,5.0,0.0
777809,10,0,110,0.0,0,0,2,5.0,5,5.0,0.0
777809,10,1,111,1.0,1,0,1,6.0,5,5.0,0.0
777790,1,0,110,0.0,0,0,0,0.0,0,0.0,0.0
777790,1,1,111,0.0,0,0,0,0.0,0,0.0,0.0
777790,2,0,110,0.0,1,0,1,0.0,0,0.0,0.0
777790,2,1,111,0.0,1,0,1,0.0,0,0.0,0.0
777790,3,0,110,0.0,1,0,0,0.0,0,0.0,0.0
777790,3,1,111,0.0,0,0,0,0.0,0,0.0,0.0
777790,4,0,110,0.0,2,0,2,0.0,0,0.0,0.0
777790,4,1,111,0.0,0,0,0,0.0,0,0.0,0.0
777790,5,0,110,0.0,0,0,0,0.0,0,0.0,0.0
777790,5,1,111,0.0,0,0,0,0.0,0,0.0,0.0
777790,6,0,110,0.0,1,0,0,0.0,0,0.0,0.0
777790,6,1,111,0.0,0,0,0,0.0,0,0.0,0.0
777790,7,0,110,0.0,1,0,1,0.0,0,0.0,0.0
777790,7,1,111,0.0,1,0,2,0.0,0,0.0,0.0
777790,8,0,110,1.0,1,0,2,1.0,0,0.0,0.0
777790,8,1,111,0.0,1,0,2,0.0,0,0.0,-1.0
777790,9,0,110,1.0,1,0,1,2.0,1,1.0,1.0
777790,9,1,111,1.0,2,0,1,1.0,0,0.0,-2.0
777788,1,0,118,0.0,0,0,0,0.0,0,0.0,0.0
777788,1,1,142,0.0,1,0,1,0.0,0,0.0,0.0
777788,2,0,118,0.0,2,0,2,0.0,0,0.0,0.0
777788,2,1,142,0.0,1,0,1,0.0,0,0.0,0.0
777788,3,0,118,2.0,3,0,2,2.0,0,0.0,0.0
777788,3,1,142,0.0,0,0,0,0.0,0,0.0,-2.0
777788,4,0,118,0.0,0,0,0,2.0,2,2.0,2.0
777788,4,1,142,0.0,0,0,0,0.0,0,0.0,-2.0
777788,5,0,118,2.0,4,0,3,4.0,2,2.0,2.0
777788,5,1,142,3.0,4,0,2,3.0,0,0.0,-4.0
777788,6,0,118,0.0,1,0,2,4.0,4,4.0,1.0
777788,6,1,142,1.0,1,0,0,4.0,3,3.0,-1.0
777788,7,0,118,0.0,0,0,0,4.0,4,4.0,0.0
777788,7,1,142,0.0,0,0,0,4.0,4,4.0,0.0
777788,8,0,118,0.0,0,0,0,4.0,4,4.0,0.0
777788,8,1,142,0.0,1,0,2,4.0,4,4.0,0.0
777788,9,0,118,0.0,1,0,3,4.0,4,4.0,0.0
777788,9,1,142,1.0,1,0,2,5.0,4,4.0,0.0
777786,1,0,109,0.0,2,0,2,0.0,0,0.0,0.0
777786,1,1,138,1.0,3,0,2,1.0,0,0.0,0.0
777786,2,0,109,0.0,0,0,0,0.0,0,0.0,-1.0
777786,2,1,138,0.0,0,0,0,1.0,1,1.0,1.0
777786,3,0,109,0.0,1,0,1,0.0,0,0.0,-1.0
777786,3,1,138,0.0,0,0,0,1.0,1,1.0,1.0
777786,4,0,109,0.0,0,0,0,0.0,0,0.0,-1.0
777786,4,1,138,0.0,0,0,0,1.0,1,1.0,1.0
777786,5,0,109,1.0,2,0,1,1.0,0,0.0,-1.0
777786,5,1,138,0.0,0,0,0,1.0,1,1.0,0.0
777786,6,0,109,0.0,1,0,1,1.0,1,1.0,0.0
777786,6,1,138,0.0,1,0,1,1.0,1,1.0,0.0
777786,7,0,109,0.0,0,0,0,1.0,1,1.0,0.0
777786,7,1,138,3.0,2,0,1,4.0,1,1.0,0.0
777786,8,0,109,4.0,5,0,1,5.0,1,1.0,-3.0
777786,8,1,138,2.0,2,0,1,6.0,4,4.0,-1.0
777786,9,0,109,0.0,1,0,2,5.0,5,5.0,-1.0
777786,9,1,138,,0,0,0,,6,6.0,1.0
777793,1,0,137,0.0,0,0,0,0.0,0,0.0,0.0
777793,1,1,120,2.0,3,0,1,2.0,0,0.0,0.0
777793,2,0,137,0.0,0,0,1,0.0,0,0.0,-2.0
777793,2,1,120,0.0,0,0,0,2.0,2,2.0,2.0
777793,3,0,137,0.0,1,0,1,0.0,0,0.0,-2.0
777793,3,1,120,0.0,0,0,0,2.0,2,2.0,2.0
777793,4,0,137,0.0,1,0,1,0.0,0,0.0,-2.0
777793,4,1,120,0.0,2,1,2,2.0,2,2.0,2.0
777793,5,0,137,0.0,1,0,1,0.0,0,0.0,-2.0
777793,5,1,120,0.0,0,0,0,2.0,2,2.0,2.0
777793,6,0,137,0.0,0,0,0,0.0,0,0.0,-2.0
777793,6,1,120,0.0,0,0,0,2.0,2,2.0,2.0
777793,7,0,137,0.0,0,0,0,0.0,0,0.0,-2.0
777793,7,1,120,1.0,2,0,1,3.0,2,2.0,2.0
777793,8,0,137,0.0,0,0,1,0.0,0,0.0,-3.0
777793,8,1,120,0.0,1,0,1,3.0,3,3.0,3.0
777793,9,0,137,0.0,0,0,0,0.0,0,0.0,-3.0
777793,9,1,120,,0,0,0,,3,3.0,3.0
777794,1,0,158,0.0,0,0,0,0.0,0,0.0,0.0
777794,1,1,134,1.0,2,0,1,1.0,0,0.0,0.0
777794,2,0,158,1.0,2,0,0,1.0,0,0.0,-1.0
777794,2,1,134,0.0,1,0,2,1.0,1,1.0,0.0
777794,3,0,158,0.0,1,0,1,1.0,1,1.0,0.0
777794,3,1,134,0.0,1,0,0,1.0,1,1.0,0.0
777794,4,0,158,0.0,0,0,0,1.0,1,1.0,0.0
777794,4,1,134,0.0,1,0,1,1.0,1,1.0,0.0
777794,5,0,158,0.0,2,0,2,1.0,1,1.0,0.0
777794,5,1,134,0.0,1,0,1,1.0,1,1.0,0.0
777794,6,0,158,0.0,2,0,1,1.0,1,1.0,0.0
777794,6,1,134,0.0,0,0,0,1.0,1,1.0,0.0
777794,7,0,158,0.0,2,0,3,1.0,1,1.0,0.0
777794,7,1,134,1.0,2,0,1,2.0,1,1.0,0.0
777794,8,0,158,0.0,1,0,1,1.0,1,1.0,-1.0
777794,8,1,134,0.0,1,0,1,2.0,2,2.0,1.0
777794,9,0,158,0.0,1,0,1,1.0,1,1.0,-1.0
777794,9,1,134,,0,0,0,,2,2.0,1.0
777791,1,0,112,0.0,1,0,0,0.0,0,0.0,0.0
777791,1,1,113,2.0,2,0,2,2.0,0,0.0,0.0
777791,2,0,112,0.0,1,0,1,0.0,0,0.0,-2.0
777791,2,1,113,0.0,0,0,0,2.0,2,2.0,2.0
777791,3,0,112,1.0,2,0,1,1.0,0,0.0,-2.0
777791,3,1,113,0.0,0,0,0,2.0,2,2.0,1.0
777791,4,0,112,0.0,0,0,0,1.0,1,1.0,-1.0
777791,4,1,113,1.0,1,0,1,3.0,2,2.0,1.0
777791,5,0,112,0.0,1,1,1,1.0,1,1.0,-2.0
777791,5,1,113,3.0,4,0,1,6.0,3,3.0,2.0
777791,6,0,112,0.0,1,0,2,1.0,1,1.0,-5.0
777791,6,1,113,0.0,1,0,1,6.0,6,6.0,5.0
777791,7,0,112,1.0,2,0,1,2.0,1,1.0,-5.0
777791,7,1,113,0.0,0,0,0,6.0,6,6.0,4.0
777791,8,0,112,1.0,1,0,0,3.0,2,2.0,-4.0
777791,8,1,113,0.0,1,0,2,6.0,6,6.0,3.0
777791,9,0,112,1.0,2,0,1,4.0,3,3.0,-3.0
777791,9,1,113,,0,0,0,,6,6.0,2.0
777787,1,0,136,0.0,0,1,0,0.0,0,0.0,0.0
777787,1,1,117,2.0,4,0,2,2.0,0,0.0,0.0
777787,2,0,136,1.0,2,0,2,1.0,0,0.0,-2.0
777787,2,1,117,0.0,1,0,1,2.0,2,2.0,1.0
777787,3,0,136,0.0,0,0,1,1.0,1,1.0,-1.0
777787,3,1,117,0.0,2,0,2,2.0,2,2.0,1.0
777787,4,0,136,0.0,1,0,2,1.0,1,1.0,-1.0
777787,4,1,117,0.0,2,0,2,2.0,2,2.0,1.0
777787,5,0,136,0.0,0,0,0,1.0,1,1.0,-1.0
777787,5,1,117,0.0,0,0,0,2.0,2,2.0,1.0
777787,6,0,136,0.0,1,0,1,1.0,1,1.0,-1.0
777787,6,1,117,0.0,1,0,0,2.0,2,2.0,1.0
777787,7,0,136,0.0,0,0,0,1.0,1,1.0,-1.0
777787,7,1,117,0.0,1,0,0,2.0,2,2.0,1.0
777787,8,0,136,0.0,0,0,1,1.0,1,1.0,-1.0
777787,8,1,117,0.0,1,0,1,2.0,2,2.0,1.0
777787,9,0,136,0.0,1,0,1,1.0,1,1.0,-1.0
777787,9,1,117,,0,0,0,,2,2.0,1.0
777803,1,0,135,0.0,2,0,2,0.0,0,0.0,0.0
777803,1,1,144,0.0,2,0,2,0.0,0,0.0,0.0
777803,2,0,135,0.0,0,0,0,0.0,0,0.0,0.0
777803,2,1,144,1.0,1,0,1,1.0,0,0.0,0.0
777803,3,0,135,1.0,1,0,1,1.0,0,0.0,-1.0
777803,3,1,144,2.0,5,0,2,3.0,1,1.0,0.0
777803,4,0,135,0.0,1,0,1,1.0,1,1.0,-2.0
777803,4,1,144,0.0,1,0,2,3.0,3,3.0,2.0
777803,5,0,135,0.0,0,0,0,1.0,1,1.0,-2.0
777803,5,1,144,0.0,0,0,0,3.0,3,3.0,2.0
777803,6,0,135,0.0,1,0,2,1.0,1,1.0,-2.0
777803,6,1,144,2.0,1,0,0,5.0,3,3.0,2.0
777803,7,0,135,0.0,1,0,1,1.0,1,1.0,-4.0
777803,7,1,144,2.0,3,0,2,7.0,5,5.0,4.0
777803,8,0,135,0.0,0,0,1,1.0,1,1.0,-6.0
777803,8,1,144,0.0,0,0,1,7.0,7,7.0,6.0
777803,9,0,135,0.0,0,0,2,1.0,1,1.0,-6.0
777803,9,1,144,,0,0,0,,7,7.0,6.0
777792,1,0,140,1.0,3,0,2,1.0,0,0.0,0.0
777792,1,1,145,0.0,1,0,1,0.0,0,0.0,-1.0
777792,2,0,140,0.0,0,0,2,1.0,1,1.0,1.0
777792,2,1,145,0.0,0,0,2,0.0,0,0.0,-1.0
777792,3,0,140,0.0,0,0,0,1.0,1,1.0,1.0
777792,3,1,145,0.0,1,0,1,0.0,0,0.0,-1.0
777792,4,0,140,2.0,1,0,1,3.0,1,1.0,1.0
777792,4,1,145,2.0,3,1,3,2.0,0,0.0,-3.0
777792,5,0,140,1.0,2,0,2,4.0,3,3.0,1.0
777792,5,1,145,0.0,1,1,2,2.0,2,2.0,-2.0
777792,6,0,140,0.0,0,2,1,4.0,4,4.0,2.0
777792,6,1,145,6.0,3,0,3,8.0,2,2.0,-2.0
777792,7,0,140,0.0,0,0,0,4.0,4,4.0,-4.0
777792,7,1,145,1.0,3,0,2,9.0,8,8.0,4.0
777792,8,0,140,1.0,1,0,0,5.0,4,4.0,-5.0
